target_index,ik_ok,peak_sample_idx,point_drift,range_3d_est_m,range_horiz_est_m,sensor_angle_deg,sensor_x,sensor_y,sensor_z,stationarity_ok,target_x_true,target_y_true,vantage_index,waveform_tag
0,True,24.0,0.08151346429957937,0.48010480658345017,0.44078806879533344,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,False,1.0,-0.075,10,t00_v10
0,True,25.0,0.1412748456847554,0.4973093352508666,0.4595615849139063,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,False,1.0,-0.075,11,t00_v11
0,True,26.0,0.028599771579605533,0.514513863918283,0.4781276997604801,0.04268622092849444,0.6000139504702998,0.17839974052649857,0.650048464571208,True,1.0,-0.075,12,t00_v12
0,True,28.0,0.019900840131120118,0.5489229212531159,0.5149932262659486,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,True,1.0,-0.075,13,t00_v13
0,True,29.0,0.014847950482430705,0.5661274499205324,0.53329770663986,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,True,1.0,-0.075,14,t00_v14
1,True,26.0,0.08924064647430742,0.514513863918283,0.4781447954630055,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,False,1.0,0.0,0,t01_v0
1,True,25.0,0.15157988687180984,0.4973093352508666,0.4594574412214918,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,False,1.0,0.0,1,t01_v1
1,True,24.0,0.04927376549663778,0.48010480658345017,0.4407717133323211,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,True,1.0,0.0,2,t01_v2
1,True,23.0,0.03787673305172783,0.4629002779160337,0.42201927055888866,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,True,1.0,0.0,3,t01_v3
1,True,22.0,0.02722369445385189,0.44569574924861727,0.40305408924599534,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,True,1.0,0.0,4,t01_v4
1,True,22.0,0.00267175229147531,0.44569574924861727,0.402946049819457,0.10968439314922832,0.59999849686851,-0.07150020563615937,0.6504709474780392,True,1.0,0.0,5,t01_v5
1,True,24.0,0.10213440869178088,0.48010480658345017,0.44074011175593286,0.08994978362800957,0.5999992949707594,-0.03572105357571624,0.6503911216257205,False,1.0,0.0,6,t01_v6
1,True,24.0,0.030609889819265483,0.48010480658345017,0.44079007568782264,0.06322881627547422,0.5999998314016323,1.1044242398506474e-05,0.6502754174339284,True,1.0,0.0,7,t01_v7
1,True,24.0,0.11840994522316534,0.48010480658345017,0.44074813391936707,0.08910479693579249,0.6000010935208556,0.0356059541047167,0.6503725498887059,False,1.0,0.0,8,t01_v8
1,True,22.0,0.006535725698580699,0.44569574924861727,0.40299874829949767,0.0838175664386622,0.6000038308050406,0.07148551290900919,0.650359422586129,True,1.0,0.0,9,t01_v9
1,True,22.0,0.0214838291116887,0.44569574924861727,0.4030362231686797,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,True,1.0,0.0,10,t01_v10
1,True,23.0,0.03429086068829722,0.4629002779160337,0.42208641614681697,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,True,1.0,0.0,11,t01_v11
